date_time,town,title,price,beds,sqft,url
2022-07-12 17:52," (Vancouver, WA (Cascade Park))",Home available in beautiful garden style community.,1570,1,750.0,https://portland.craigslist.org/clk/apa/d/vancouver-home-available-in-beautiful/7508086786.html
2022-07-12 17:52, (Vancouver),Huge 3 bed 2 bath coming available soon! Inquire today!,2175,3,1200.0,https://portland.craigslist.org/clk/apa/d/vancouver-huge-bed-bath-coming/7508086682.html
2022-07-12 17:52, (Portland),Got 99 Problems But This Security Deposit Isn't One! $99 Sec Dep OAC!,1985,3,,https://portland.craigslist.org/mlt/apa/d/portland-got-99-problems-but-this/7508086557.html
2022-07-12 17:52, (Portland),Two Bedroom Available August! Spacious Bottom Floor Apartment,1749,2,,https://portland.craigslist.org/mlt/apa/d/portland-two-bedroom-available-august/7508086541.html
2022-07-12 17:51, (clark/cowlitz WA),3 bed 1 bath Home with Easy Access to HWY 14 in Washougal,1995,3,1293.0,https://portland.craigslist.org/clk/apa/d/troutdale-bed-bath-home-with-easy/7508086444.html
2022-07-12 17:50, (Fairview),Available Now 2 Bed 2 Bath w/ Washer/Dryer,1877,2,957.0,https://portland.craigslist.org/mlt/apa/d/fairview-available-now-bed-bath-washer/7508086126.html
2022-07-12 17:50, (Hillsboro OR),New construction you'll love!! 1x1,1805,1,,https://portland.craigslist.org/wsc/apa/d/beaverton-new-construction-youll-love/7508086078.html
2022-07-12 17:50, (Vancouver),LOVE Where you Call Home.... Schedule YOUR Tour TODAY!!,1499,1,480.0,https://portland.craigslist.org/clk/apa/d/vancouver-love-where-you-call-home/7508085964.html
2022-07-12 17:50, (Hillsboro/Tanasbourne/Beaverton),Beautiful 2x2!,2195,2,1136.0,https://portland.craigslist.org/wsc/apa/d/hillsboro-beautiful-2x2/7508085892.html
2022-07-12 17:49, (washington county),"Wood-style Plank Flooring, Built-in Desk, 2 Car Gargae",2700,3,1510.0,https://portland.craigslist.org/wsc/apa/d/portland-wood-style-plank-flooring/7505495858.html
2022-07-12 17:48, (Beaverton/Aloha/Hillsboro),Amazing Location! Quick Walk To Everything Downtown Beaverton Offers!!,1750,1,699.0,https://portland.craigslist.org/wsc/apa/d/beaverton-amazing-location-quick-walk/7508078713.html
2022-07-12 17:48, (Beaverton/Aloha/Hillsboro),Gorgeous 1 Bedroom Just Waiting for You to Make it Home!,1600,1,647.0,https://portland.craigslist.org/wsc/apa/d/beaverton-gorgeous-bedroom-just-waiting/7508078607.html
2022-07-12 17:48," (1132 NW Birdsdale Avenue, Gresham, OR)","🎉HUGE 3x2.5 TOWNHOME🥳 Vaulted ceilings, central air, w/d, +GARAGE🏠",2202,3,1537.0,https://portland.craigslist.org/mlt/apa/d/gresham-huge-3x25-townhome-vaulted/7500702120.html
2022-07-12 17:47, (Overlook),"Storage for rent, Kitchen pantry with wire adjustable shelving",1545,,480.0,https://portland.craigslist.org/mlt/apa/d/portland-storage-for-rent-kitchen/7508085084.html
2022-07-12 17:46, (Hillsboro/Tanasbourne/Beaverton),Beautiful 2x2!,2235,2,1136.0,https://portland.craigslist.org/wsc/apa/d/hillsboro-beautiful-2x2/7508085009.html
